,currentstate,action,reward,nextstate,terminated
220,current_2_27.png,DOWN,0,next_2_27.png,False
221,current_2_28.png,LEFT,0,next_2_28.png,False
222,current_2_29.png,LEFT,0,next_2_29.png,False
223,current_2_30.png,LEFT,0,next_2_30.png,False
224,current_2_31.png,LEFT,0,next_2_31.png,False
225,current_2_32.png,LEFT,0,next_2_32.png,False
226,current_2_33.png,LEFT,0,next_2_33.png,False
227,current_2_34.png,LEFT,0,next_2_34.png,False
228,current_2_35.png,LEFT,0,next_2_35.png,False
229,current_2_36.png,UP,0,next_2_36.png,False
230,current_2_37.png,RIGHT,0,next_2_37.png,False
231,current_2_38.png,RIGHT,0,next_2_38.png,False
232,current_2_39.png,RIGHT,0,next_2_39.png,False
233,current_2_40.png,RIGHT,0,next_2_40.png,False
234,current_2_41.png,RIGHT,0,next_2_41.png,False
235,current_2_42.png,RIGHT,0,next_2_42.png,False
236,current_2_43.png,RIGHT,0,next_2_43.png,False
237,current_2_44.png,RIGHT,0,next_2_44.png,False
238,current_2_45.png,RIGHT,0,next_2_45.png,False
239,current_2_46.png,UP,0,next_2_46.png,False
240,current_2_47.png,LEFT,0,next_2_47.png,False
241,current_2_48.png,LEFT,0,next_2_48.png,False
242,current_2_49.png,LEFT,10,next_2_49.png,False
243,current_2_50.png,LEFT,0,next_2_50.png,False
244,current_2_51.png,LEFT,0,next_2_51.png,False
245,current_2_52.png,LEFT,0,next_2_52.png,False
246,current_2_53.png,LEFT,0,next_2_53.png,False
247,current_2_54.png,LEFT,0,next_2_54.png,False
248,current_2_55.png,DOWN,0,next_2_55.png,False
249,current_2_56.png,DOWN,0,next_2_56.png,False
250,current_2_57.png,DOWN,0,next_2_57.png,False
251,current_2_58.png,DOWN,0,next_2_58.png,False
252,current_2_59.png,DOWN,0,next_2_59.png,False
253,current_2_60.png,RIGHT,0,next_2_60.png,False
254,current_2_61.png,RIGHT,0,next_2_61.png,False
255,current_2_62.png,RIGHT,0,next_2_62.png,False
256,current_2_63.png,RIGHT,0,next_2_63.png,False
257,current_2_64.png,RIGHT,0,next_2_64.png,False
258,current_2_65.png,RIGHT,0,next_2_65.png,False
259,current_2_66.png,RIGHT,0,next_2_66.png,False
260,current_2_67.png,UP,0,next_2_67.png,False
261,current_2_68.png,UP,0,next_2_68.png,False
262,current_2_69.png,UP,0,next_2_69.png,False
263,current_2_70.png,UP,0,next_2_70.png,False
264,current_2_71.png,UP,0,next_2_71.png,False
265,current_2_72.png,UP,0,next_2_72.png,False
266,current_2_73.png,UP,0,next_2_73.png,False
267,current_2_74.png,UP,0,next_2_74.png,False
268,current_2_75.png,UP,0,next_2_75.png,False
269,current_2_76.png,UP,-1,next_2_76.png,True
270,current_3_0.png,RIGHT,0,next_3_0.png,False
271,current_3_1.png,RIGHT,0,next_3_1.png,False
272,current_3_2.png,RIGHT,0,next_3_2.png,False
273,current_3_3.png,RIGHT,0,next_3_3.png,False
274,current_3_4.png,RIGHT,-1,next_3_4.png,True
275,current_4_0.png,RIGHT,0,next_4_0.png,False
276,current_4_1.png,RIGHT,0,next_4_1.png,False
277,current_4_2.png,DOWN,0,next_4_2.png,False
278,current_4_3.png,DOWN,0,next_4_3.png,False
279,current_4_4.png,DOWN,0,next_4_4.png,False
280,current_4_5.png,DOWN,0,next_4_5.png,False
281,current_4_6.png,DOWN,0,next_4_6.png,False
282,current_4_7.png,DOWN,0,next_4_7.png,False
283,current_4_8.png,LEFT,0,next_4_8.png,False
284,current_4_9.png,LEFT,0,next_4_9.png,False
285,current_4_10.png,LEFT,0,next_4_10.png,False
286,current_4_11.png,LEFT,0,next_4_11.png,False
287,current_4_12.png,LEFT,0,next_4_12.png,False
288,current_4_13.png,LEFT,0,next_4_13.png,False
289,current_4_14.png,LEFT,0,next_4_14.png,False
290,current_4_15.png,LEFT,0,next_4_15.png,False
291,current_4_16.png,LEFT,0,next_4_16.png,False
292,current_4_17.png,LEFT,0,next_4_17.png,False
293,current_4_18.png,UP,0,next_4_18.png,False
294,current_4_19.png,UP,0,next_4_19.png,False
295,current_4_20.png,UP,0,next_4_20.png,False
296,current_4_21.png,UP,0,next_4_21.png,False
297,current_4_22.png,UP,0,next_4_22.png,False
298,current_4_23.png,UP,0,next_4_23.png,False
299,current_4_24.png,UP,0,next_4_24.png,False
300,current_4_25.png,RIGHT,0,next_4_25.png,False
301,current_4_26.png,RIGHT,0,next_4_26.png,False
302,current_4_27.png,RIGHT,0,next_4_27.png,False
303,current_4_28.png,RIGHT,0,next_4_28.png,False
304,current_4_29.png,RIGHT,0,next_4_29.png,False
305,current_4_30.png,RIGHT,0,next_4_30.png,False
306,current_4_31.png,RIGHT,0,next_4_31.png,False
307,current_4_32.png,RIGHT,0,next_4_32.png,False
308,current_4_33.png,RIGHT,0,next_4_33.png,False
309,current_4_34.png,RIGHT,0,next_4_34.png,False
310,current_4_35.png,DOWN,0,next_4_35.png,False
311,current_4_36.png,DOWN,0,next_4_36.png,False
312,current_4_37.png,DOWN,0,next_4_37.png,False
313,current_4_38.png,DOWN,0,next_4_38.png,False
314,current_4_39.png,DOWN,0,next_4_39.png,False
315,current_4_40.png,DOWN,0,next_4_40.png,False
316,current_4_41.png,DOWN,0,next_4_41.png,False
317,current_4_42.png,DOWN,0,next_4_42.png,False
318,current_4_43.png,RIGHT,0,next_4_43.png,False
319,current_4_44.png,UP,0,next_4_44.png,False
320,current_4_45.png,UP,0,next_4_45.png,False
321,current_4_46.png,UP,10,next_4_46.png,False
322,current_4_47.png,UP,0,next_4_47.png,False
323,current_4_48.png,UP,0,next_4_48.png,False
324,current_4_49.png,UP,0,next_4_49.png,False
325,current_4_50.png,UP,0,next_4_50.png,False
326,current_4_51.png,UP,0,next_4_51.png,False
327,current_4_52.png,UP,0,next_4_52.png,False
328,current_4_53.png,LEFT,0,next_4_53.png,False
329,current_4_54.png,LEFT,10,next_4_54.png,False
330,current_4_55.png,LEFT,0,next_4_55.png,False
331,current_4_56.png,LEFT,0,next_4_56.png,False
332,current_4_57.png,LEFT,0,next_4_57.png,False
333,current_4_58.png,LEFT,0,next_4_58.png,False
334,current_4_59.png,LEFT,0,next_4_59.png,False
335,current_4_60.png,LEFT,0,next_4_60.png,False
336,current_4_61.png,DOWN,0,next_4_61.png,False
337,current_4_62.png,DOWN,0,next_4_62.png,False
338,current_4_63.png,DOWN,0,next_4_63.png,False
339,current_4_64.png,DOWN,0,next_4_64.png,False
340,current_4_65.png,DOWN,0,next_4_65.png,False
341,current_4_66.png,DOWN,0,next_4_66.png,False
342,current_4_67.png,DOWN,0,next_4_67.png,False
343,current_4_68.png,DOWN,0,next_4_68.png,False
344,current_4_69.png,DOWN,0,next_4_69.png,False
345,current_4_70.png,LEFT,0,next_4_70.png,False
346,current_4_71.png,LEFT,0,next_4_71.png,False
347,current_4_72.png,LEFT,0,next_4_72.png,False
348,current_4_73.png,LEFT,0,next_4_73.png,False
349,current_4_74.png,LEFT,0,next_4_74.png,False
350,current_4_75.png,LEFT,-1,next_4_75.png,True
351,current_5_0.png,RIGHT,0,next_5_0.png,False
352,current_5_1.png,RIGHT,0,next_5_1.png,False
353,current_5_2.png,RIGHT,0,next_5_2.png,False
354,current_5_3.png,RIGHT,0,next_5_3.png,False
355,current_5_4.png,RIGHT,-1,next_5_4.png,True
356,current_6_0.png,RIGHT,0,next_6_0.png,False
357,current_6_1.png,RIGHT,0,next_6_1.png,False
358,current_6_2.png,DOWN,0,next_6_2.png,False
359,current_6_3.png,DOWN,0,next_6_3.png,False
360,current_6_4.png,DOWN,0,next_6_4.png,False
361,current_6_5.png,DOWN,0,next_6_5.png,False
362,current_6_6.png,DOWN,0,next_6_6.png,False
363,current_6_7.png,DOWN,0,next_6_7.png,False
364,current_6_8.png,LEFT,0,next_6_8.png,False
365,current_6_9.png,LEFT,0,next_6_9.png,False
366,current_6_10.png,LEFT,0,next_6_10.png,False
367,current_6_11.png,LEFT,0,next_6_11.png,False
368,current_6_12.png,LEFT,0,next_6_12.png,False
369,current_6_13.png,LEFT,0,next_6_13.png,False
370,current_6_14.png,LEFT,0,next_6_14.png,False
371,current_6_15.png,LEFT,0,next_6_15.png,False
372,current_6_16.png,LEFT,0,next_6_16.png,False
373,current_6_17.png,LEFT,0,next_6_17.png,False
374,current_6_18.png,LEFT,0,next_6_18.png,False
375,current_6_19.png,LEFT,0,next_6_19.png,False
376,current_6_20.png,LEFT,-1,next_6_20.png,True
377,current_7_0.png,RIGHT,0,next_7_0.png,False
378,current_7_1.png,RIGHT,0,next_7_1.png,False
379,current_7_2.png,RIGHT,0,next_7_2.png,False
380,current_7_3.png,RIGHT,0,next_7_3.png,False
381,current_7_4.png,RIGHT,-1,next_7_4.png,True
